dlga_mine_close_confirm:mine_close_confirm1|현재 광산을 마감하면 {reg9}까지 기본 수입이 줄어들지 만보다 가치있는 사이트를 찾을 수있는 잠재 고객을 보낼 수 있습니다. 현재 광산을 닫으시겠습니까?
dlga_steward_menu3:steward_menu|내 {reg63? Lord : Lady}라고 말하면 훈련 세션 준비가 완료되었습니다. 추가 도움을받을 수 있습니까?
dlga_castle_feast:castle_feast|아! 예, 제 {reg63? Lord : Lady}, 우리는 군대를 위해 그것을 달성 할 수 있습니다. 우리는 {reg1} 금을 위해 그렇게 할 수 있습니다!
dlga_castle_feast:steward_menu2|아주 좋은 ... 내 재무부에서 {reg1} 금을 가져 가세요!
dlga_castle_feast:steward_menu2.1|그것은 너무 비싸서 단단한 치즈와 오래된 빵으로해야합니다.
dlga_pop_diplomacy_menu_sub_tourney:pop_diplomacy_menu_sub_tourney_1|잘 {reg63? 선생님 : 부인}! 알림으로, 토너먼트를 열려면 긍정적 인 명예 등급과 공정한 금액의 디나르가 있어야합니다. 일정을 설정하는 데 며칠이 소요됩니다. 지출이 많을수록 시간이 더 걸립니다. 우리는 준비에 얼마를 쓸 것인가?
dlga_pop_diplomacy_menu_sub_tourney_1:steward_menu2|겸손한 금액 .. 5000 디나르. (+1 명예 +5 명성)
dlga_pop_diplomacy_menu_sub_tourney_1:steward_menu2.1|그랜드 토너먼트가 있어야합니다. 10000 디나르 (+2 명예 +10 명성 +10 번영)
dlga_pop_diplomacy_menu_sub_tourney_1:steward_menu2.2|여분의 비용, 20000 디나르! (+3 명예 +25 명성 +20 번영, 기본 수입 1 ~ 10)
dlga_pop_diplomacy_menu_sub_tourney_1:steward_menu2.3|아마도 이것이 현재 최고의 아이디어는 아닐 것입니다.
dlga_pop_change_color1:pop_change_color|잘 {reg63? sir : madame}, 나는 예술가를 불러야합니다 .. 색상을 선택하십시오.
dlga_pop_change_color:minister_pretalk|색상을 버프로 변경
dlga_pop_change_color:minister_pretalk.1|색상을 노란색으로 변경
dlga_pop_change_color:minister_pretalk.2|색상을 바이올렛으로 변경
dlga_pop_change_color:minister_pretalk.3|Sea Shell Tan으로 색상 변경
dlga_pop_change_color:minister_pretalk.4|색상을 자주색으로 변경
dlga_pop_change_color:minister_pretalk.5|청록색으로 색상 변경
dlga_pop_change_color:minister_pretalk.6|Terra Cotta로 색상 변경
dlga_pop_change_color:minister_pretalk.7|청록으로 색상 변경
dlga_pop_change_color:minister_pretalk.8|색상을 샌디 브라운으로 변경
dlga_pop_change_color:minister_pretalk.9|색을 귤로 변경
dlga_pop_change_color:minister_pretalk.10|색상을 스틸 블루로 변경
dlga_pop_change_color:minister_pretalk.11|연 어색으로 변경
dlga_pop_change_color:minister_pretalk.12|봄 녹색으로 색상 변경
dlga_pop_change_color:minister_pretalk.13|색상을 검은 색으로 변경
dlga_pop_change_color:minister_pretalk.14|진한 파란색으로 색상 변경
dlga_pop_change_color:minister_pretalk.15|색상을 파랑 녹색으로 변경
dlga_pop_change_color:minister_pretalk.16|색상을 흰색으로 변경
dlga_pop_change_color:minister_pretalk.17|색상을 로얄 블루로 변경
dlga_pop_change_color:minister_pretalk.18|색상을 레드 바이올렛으로 변경
dlga_pop_change_color:minister_pretalk.19|색상을 Ravenstern Blue로 변경
dlga_pop_change_color:minister_pretalk.20|색상을 Empire Yellow로 변경
dlga_pop_change_color:minister_pretalk.21|Sarleon Red로 색상 변경
dlga_pop_change_color:minister_pretalk.22|D' Shar Brown으로 색상 변경
dlga_pop_change_color:minister_pretalk.23|Fierdsvain Green으로 색상 변경
dlga_pop_change_culture1:pop_change_culture_confirm|{reg63? Sire : Madame} ... 정말로이 작업을 수행 하시겠습니까? 사람들은 ...
dlga_pop_change_culture_confirm:pop_change_culture2|내 지혜를 의심하지 마십시오! 물론입니다! 이것은 사람들의 최고입니다!
dlga_pop_change_culture_confirm:minister_pretalk|흠 ... 당신 말이 맞아요, 너무 발진했을 수도 있습니다. 다른 문제들에 대해 논의 해 보자.
dlga_pop_change_culture2:pop_change_culture|아주 잘 {reg63? Sire : Madame}, 나는 성배를 준비 할 것이지만 지불 할 대가가 있으며, 일부 사람들은 불행해질 수 있습니다 ...
dlga_pop_change_culture:minister_pretalk|나는이 성배를 나의 신성한 권리의 상징으로 받아들이고, 우리 문화가 펜 도르의 옛 왕을 따를 것이라고 선언합니다.
dlga_pop_change_culture:minister_pretalk.1|나는이 면류관을 나의 신성한 권리의 상징으로 삼고, 우리의 문화가 Sarleon의 왕국을 따를 것이라고 선언합니다.
dlga_pop_change_culture:minister_pretalk.2|나는이 검을 나의 신성한 권리의 상징으로 받아들이고, 우리의 문화가 까마귀 왕국을 따를 것이라고 선언한다.
dlga_pop_change_culture:minister_pretalk.3|나는이 도끼를 나의 신성한 권리의 상징으로 받아들이고, 우리의 문화가 Fierdsvain을 따를 것이라고 선언한다.
dlga_pop_change_culture:minister_pretalk.4|나는이 활을 나의 신성한 권리의 상징으로 삼아 우리 문화가 D' Shar를 따를 것이라고 선언한다.
dlga_pop_change_culture:minister_pretalk.5|나는이 창을 나의 신성한 권리의 상징으로 삼고, 우리 문화가 제국을 따를 것이라고 선언합니다.
dlga_pop2_war_room_menu:pop2_order_goes_player|끔찍한 소식, 내 {reg63? Lord : Lady}! 귀하의 행동에 불쾌한 {s16} 주문이 떠나기로 결정했습니다!
dlga_pop2_order_goes_player:pop2_war_room_menu|나는 어쨌든 그들을 믿지 않았다. 다른 사업을 진행합시다.
dlga_pop2_order_goes_player:pop2_war_room_menu.1|흠, 순찰을 공격하는 것은 좋은 생각이 아닐 수도 있습니다. 너무 늦었 어
dlga_pop2_war_room_menu:pop2_war_room_menu|제 {reg63? Lord : Lady} 님, 전쟁 실로 가겠습니다.
dlga_pop2_war_room_menu:steward_menu2|우리는 군대를 배치해야합니다. 수하물 열차를 즉시 준비하십시오. (14 일에 한 번) ...
dlga_pop2_war_room_menu:pop2_war_room_menu.1|{s15}
dlga_pop2_war_room_menu:pop2_war_room_noble_recruits|고귀한 신병을보고 싶습니다.
dlga_pop2_war_room_menu:pop2_war_room_create_order|기사단 명령의 장을 만들고 싶습니다 ...
dlga_pop2_war_room_menu:pop2_war_room_train_order_troops|병력을 기사단 명령으로 유도하고 싶습니다 ...
dlga_pop2_war_room_menu:pop2_war_room_equip_player_order_troops|내 {s1}의 장비를 개선하고 싶습니다.
dlga_pop2_war_room_menu:pop2_war_room_improve_troops|{s1}의 품질을 향상시키고 싶습니다.
dlga_pop2_war_room_menu:dismantle_ko_confirm|여기에 설정된 기사단 명령을 해체하고 싶습니다.
dlga_dismantle_ko_confirm:dismantle_ko_confirm1|{s15}가 있습니다. {reg14? in : at} {s16}에서 {s14} 주문을 해체 하시겠습니까?
dlga_dismantle_ko_confirm1:pop2_war_room_menu|예, {s14} 주문 해체를 진행하십시오.
dlga_dismantle_ko_confirm1:pop2_war_room_menu.1|아니요. {s14} 주문은 그대로 두십시오.
dlga_pop2_war_room_menu:steward_menu2.1|모든 병력을 수비대에 옮기고 싶습니다.
dlga_pop2_war_room_menu:pop37_male_female|{s1}의 채용에 대해 이야기하고 싶습니다.
dlga_pop37_male_female:pop37_male_female_1|내 {reg63? Lord : Lady}, 무엇을 변경 하시겠습니까?
dlga_pop37_male_female_1:pop37_male_female_2|이 명령은 남성 기사 만 받아 들여야합니다.
dlga_pop37_male_female_1:pop37_male_female_2.1|이 명령은 여성 기사 만 받아 들여야합니다.
dlga_pop37_male_female_1:pop37_male_female_2.2|이 명령은 남성 상사 만 받아 들여야합니다.
dlga_pop37_male_female_1:pop37_male_female_2.3|이 명령은 여성 상사 만 받아 들여야합니다.
dlga_pop37_male_female_1:pop2_war_room_menu|결정할 시간이 더 필요합니다.
dlga_pop37_male_female_2:pop2_war_room_menu|{reg63? Lord : Lady}, {s1}의 요구 사항이 변경되었습니다. ^ 그동안 내가 당신을 위해 무엇을 할 수 있습니까?
dlga_pop2_war_room_menu:steward_menu2.2|우리는 큰 홀로 휴회하자.
dlga_pop2_war_room_noble_recruits:pop2_war_room_menu|죄송합니다, {reg63? M'Lord : m'Lady}. 귀하의 법원에 가입하기를 원하는 귀족은 없습니다. 아마도 우리는 일주일 정도 기다려야 할 것입니다. ^ 그 동안, 내가 당신을 위해 또 무엇을 할 수 있습니까?
dlga_pop2_war_room_noble_recruits:pop2_war_room_menu.1|죄송합니다, {reg63? M'Lord : m'Lady}, 파티에 더 많은 귀족을 고용 할 자리가 없습니다. 내가 너무 대담 할 수 있다면, 그 랍블을 폐기하는 것이 좋습니다. ^ 그 동안, 당신을 위해 또 무엇을 할 수 있습니까?
dlga_pop2_war_room_noble_recruits:pop2_war_room_menu.2|죄송합니다, {reg63? M'Lord : m'Lady}, {s9}에는 교육장이 없습니다. 우리는 여기서 귀족을 훈련시키고 싶다면 하나를 만들어야합니다. ^ 그 동안, 내가 당신을 위해 무엇을 할 수 있습니까?
dlga_pop2_war_room_noble_recruits:pop2_war_room_noble_recruits|매우 좋습니다, {reg63? M'Lord : m'Lady}. 당신이 당신의 법정에 받아들이는 귀족마다 500 개의 왕관이 필요합니다. 또한이 장소에 훈련장이 있어야합니다. 그런 다음 각 귀족은 그 영역의 엘리트 수비수로 훈련 될 수있는 길에 놓여질 수 있으며, 귀족의 유형은 우리 문화에 기초 할 것입니다. ^^ 귀하의 {reg1} 귀족이 기꺼이 참여합니다.
dlga_pop2_war_room_noble_recruits:pop2_war_room_noble_recruits.1|500 데 나르 동안 1x {s17}을 (를) 코트에 수락하십시오.
dlga_pop2_war_room_noble_recruits:pop2_war_room_noble_recruits.2|5000 디나르 동안 10x {s17}을 (를) 코트에 수락하십시오.
dlga_pop2_war_room_noble_recruits:pop2_war_room_noble_recruits.3|{reg41} 디나르에 대한 귀하의 법원에 {reg40} x {s17}을 (를) 수락하십시오.
dlga_pop2_war_room_noble_recruits:pop2_war_room_menu.3|전쟁 실 토론으로 돌아갑니다.
dlga_pop2_war_room_noble_recruits:steward_menu1|그레이트 홀로 돌아 갑시다.
dlga_pop2_war_room_equip_player_order_troops:pop2_war_room_menu|죄송합니다, {reg63? M'Lord : M'Lady}, 귀하의 {s1}은 (는) 이미 {s11}을 (를) 다시 장착하는 중이므로 준비하는 데 약 {reg0} 일이 더 걸립니다. 그들이 먼저 그 일을 마칠 때까지 기다리도록합시다.
dlga_pop2_war_room_equip_player_order_troops:pop2_war_room_equip_choose|{reg63? M'Lord : M'Lady}, 어떻게 {s1}을 개선하고 싶으십니까? ^ 쿼터 마스터에게 새 말, 갑옷 또는 무기를 구매하도록 할 수 있습니다.
dlga_pop2_war_room_equip_choose:pop2_war_room_buy_horses|내 {s1}에 새로운 마운트를 구매하고 싶습니다.
dlga_pop2_war_room_equip_choose:pop2_war_room_buy_armor|내 {s1}은 확실히 더 나은 갑옷을받을 자격이 있습니다.
dlga_pop2_war_room_equip_choose:pop2_war_room_buy_weapons|더 나은 무기는 바로 지금 우리가 필요로하는 것입니다.
dlga_pop2_war_room_equip_choose:pop2_war_room_menu|걱정 마세요, 전쟁 실로 돌아 갑시다.
dlga_pop2_war_room_buy_horses:close_window|{reg63? Sire : Madam} 님. 오른쪽의 말 중 하나를 선택하고 드래그하여 LEFTMOST 병력에있는 오래된 말을 바꿉니다.
dlga_pop2_war_room_buy_armor:pop2_war_room_buy_armor_choice|{reg63? Sire : Madam}, 어떤 종류의 갑옷을 염두에 두셨습니까?
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward|뛰어난 방탄복.
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.1|고급 방탄복.
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.2|고급 갑옷.
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.3|저렴한 갑옷과 옷.
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.4|뛰어난 조타 장치 및 캡.
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.5|품질 투구와 캡.
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.6|좋은 투구와 모자.
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.7|저렴한 투구와 모자.
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.8|부츠와 경갑.
dlga_pop2_war_room_buy_armor_choice:pop2_war_room_buy_armor_steward.9|장갑과 건틀릿.
dlga_pop2_war_room_buy_armor_steward:close_window|{reg63? Sire : Madam} 님. 오른쪽 갑옷 중 하나를 선택하고 LEFTMOST 병력에있는 오래된 갑옷을 대체하기 위해 드래그하십시오.
dlga_pop2_war_room_buy_weapons:pop2_war_room_buy_weapons_choice|{reg63? Sire : Madam}, 어떤 종류의 무기를 염두에 두셨습니까?
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward|양질의 한손 무기.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.1|한손 무기.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.2|양손 무기.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.3|폴암.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.4|튼튼한 방패.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.5|방패.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.6|활.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.7|화살표.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.8|석궁.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.9|볼트.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.10|던진 무기.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.11|머스킷.
dlga_pop2_war_room_buy_weapons_choice:pop2_war_room_buy_weapons_steward.12|총알.
dlga_pop2_war_room_buy_weapons_steward:close_window|{reg63? Sire : Madam} 님. 오른쪽의 무기 중 하나를 선택하고 드래그하여 LEFTMOST 군대의 기존 무기를 교체하십시오.
dlga_pop2_war_room_improve_troops:pop2_war_room_improve_troops_response|{reg30? M'Lord : M'Lady}, {reg30} 골드 및 {reg29} 명성의 명예 부대의 힘과 민첩성을 각각 2 씩 높이고 모든 무기 숙련도를 20만큼 증가시킵니다.
dlga_pop2_war_room_improve_troops_response:pop2_war_room_improve_troops_done|{s1}을 개선하십시오.
dlga_pop2_war_room_improve_troops_response:pop2_war_room_menu|전쟁 실 토론으로 돌아갑니다.
dlga_pop2_war_room_improve_troops_response:steward_menu1|그레이트 홀로 돌아 갑시다.
dlga_pop2_war_room_improve_troops_done:pop2_war_room_improve_troops|훈련이 완료되었고 그들의 속성과 능력이 향상되었습니다!
dlga_pop2_war_room_train_order_troops:pop2_war_room_train_order_troops|{s2}.
dlga_pop2_war_room_train_order_troops:pop2_war_room_train_order_troops.1|{s12}를 {s11}까지 훈련 시키십시오.
dlga_pop2_war_room_train_order_troops:pop2_war_room_train_order_troops.2|모든 {reg1} {s12}를 {s11}까지 훈련 시키십시오.
